NAME,ISIN,1999/12/31,2000/1/31,2000/2/29,2000/3/31,2000/4/28,2000/5/31,2000/6/30,2000/7/31,2000/8/31,2000/9/29,2000/10/31,2000/11/30,2000/12/29,2001/1/31,2001/2/28,2001/3/30,2001/4/30,2001/5/31,2001/6/29,2001/7/31,2001/8/31,2001/9/28,2001/10/31,2001/11/30,2001/12/31,2002/1/31,2002/2/28,2002/3/29,2002/4/30,2002/5/31,2002/6/28,2002/7/31,2002/8/30,2002/9/30,2002/10/31,2002/11/29,2002/12/31,2003/1/31,2003/2/28,2003/3/31,2003/4/30,2003/5/30,2003/6/30,2003/7/31,2003/8/29,2003/9/30,2003/10/31,2003/11/28,2003/12/31,2004/1/30,2004/2/27,2004/3/31,2004/4/30,2004/5/31,2004/6/30,2004/7/30,2004/8/31,2004/9/30,2004/10/29,2004/11/30,2004/12/31,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/31,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/29,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/30,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/29,2019/4/30,2019/5/31,2019/6/28,2019/7/31,2019/8/30,2019/9/30,2019/10/31,2019/11/29,2019/12/31,2020/1/31,2020/2/28,2020/3/31,2020/4/30,2020/5/29,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/30,2020/11/30,2020/12/31,2021/1/29,2021/2/26,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/30,2021/8/31,2021/9/30,2021/10/29,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/29,2022/5/31,2022/6/30,2022/7/29,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/30,2023/1/31,2023/2/28,2023/3/31,2023/4/28,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/29,2023/10/31,2023/11/30,2023/12/29,2024/1/31,2024/2/29,2024/3/29,2024/4/30,2024/5/31,2024/6/28,2024/7/31,2024/8/30,2024/9/30,2024/10/31,2024/11/29,2024/12/31,2025/1/31,2025/2/28,2025/3/31,2025/4/30,2025/5/30,2025/6/30,2025/7/31,2025/8/29,2025/9/30,2025/10/31,2025/11/28,2025/12/31,2026/1/30
ALUAR,ARALUA010258,1129.31,1328.64,1395.07,1362.23,1340.19,1317.78,1209.89,1395.69,1447.55,1361.73,1296.32,1188.29,1038.54,1209.93,1209.73,1123.79,1123.67,1144.88,1070.61,1070.91,1045.12,917.76,943.45,935.19,1009.4,929.24,889.17,758.38,768.17,631.24,533.5,683.87,646.92,673.83,759.27,912.86,992.33,964.25,958.0,1031.82,1024.69,1006.63,1044.41,1000.68,950.76,1115.19,1299.04,1187.95,1546.81,1684.79,1640.24,1667.99,1492.68,1299.48,1287.03,1395.06,1420.44,1577.47,1690.56,1518.0,1499.61,1469.73,1476.12,1414.75,1309.63,1469.42,1497.91,1617.46,1574.44,1614.14,1532.42,1508.97,1465.58,1486.47,1439.8,1396.58,1617.62,1485.33,1656.55,1623.31,1585.53,1603.35,1639.73,1742.5,1799.46,1749.39,1855.32,1996.22,2034.21,2692.29,2645.35,2600.69,2567.86,2662.01,2687.16,2569.88,2472.38,2250.36,2423.7,2463.87,2408.73,2562.08,2261.28,2000.43,1831.96,1750.02,1273.6,1065.8,1051.19,988.35,749.68,682.38,766.8,875.24,1179.61,1156.94,1437.01,1763.99,1526.41,1596.74,1973.17,1855.08,1762.24,1899.52,2189.87,1822.1,1807.9,1894.28,1997.75,2031.58,2131.33,2516.69,2670.88,2845.61,2750.89,2632.71,2566.06,2378.8,2300.93,2214.54,1952.82,1608.48,1944.71,1492.52,1512.32,1713.29,1492.11,1512.99,1342.77,1481.68,1464.49,1424.28,1331.9,1278.97,1180.48,1044.74,1230.68,1476.5,1327.91,1337.59,1625.27,1528.63,1244.48,1262.2,1406.83,1437.51,1624.02,1609.29,1442.16,1474.44,1254.36,1230.79,1252.73,1284.43,1257.49,1187.39,1691.94,2824.29,2692.92,2359.87,2495.72,2319.59,2764.65,3316.73,3060.06,2760.03,2610.7,2620.9,2255.09,2497.16,2928.87,3628.77,2541.53,1906.54,1996.15,2010.31,1957.44,1833.51,1799.65,1896.1,1785.53,1945.46,1918.79,1836.18,1765.81,1804.81,1827.46,1938.88,2085.66,2012.86,1804.0,1741.1,1903.22,2103.93,2209.78,2143.31,2260.82,2426.71,1997.27,1891.52,2060.93,1856.57,2004.16,2030.69,1696.19,1551.93,1432.92,1413.52,1282.53,1436.87,1341.7,1115.9,979.43,933.85,1195.76,1130.91,1004.09,1042.8,1573.87,1644.72,1515.21,1512.89,1183.79,808.82,1274.77,1386.07,1450.61,1769.09,1853.45,1738.67,1840.64,1815.1,1580.34,1551.4,1446.35,1430.67,1376.72,1552.52,1696.5,1749.04,1887.57,1800.59,2145.28,2496.95,2549.38,2476.94,2398.48,2426.96,2195.0,2097.04,1894.01,3013.9,2911.44,2584.93,2574.33,2778.9,2853.52,3146.58,2822.65,2947.49,3975.11,4383.86,4002.71,4724.72,4984.03,5271.62,6471.47,7427.6,3187.89,3487.1,2599.42,2915.9,2698.6,3165.16,3033.34,2875.18,2694.7,2494.63,2381.96,2635.6,2425.22,2291.7,2025.1,2301.33,1563.02,1869.8,1688.66,1644.16,1534.0,1410.71,1909.86,2030.76,1919.32,2034.6
BANCO BBVA ARGENTINA,ARP125991090,1656.3,1570.39,1851.34,1656.82,1388.7,1352.22,1541.05,1551.54,1528.48,1457.83,1515.9,1352.36,1450.89,2170.14,2020.92,1809.95,1887.35,1890.88,1740.01,1023.33,960.15,620.59,601.85,535.86,618.41,409.71,381.82,318.84,334.08,198.85,172.17,209.5,219.35,233.95,328.96,394.49,426.66,537.63,580.53,591.96,675.22,642.45,758.49,696.25,631.26,774.8,829.0,782.46,1067.04,1099.98,1090.85,1090.04,861.17,672.43,634.54,667.41,632.74,806.13,912.28,939.13,1114.77,1103.4,1121.77,1024.62,976.26,1099.77,946.95,1083.04,1081.46,1188.81,1159.98,1202.93,1133.92,1177.0,1167.94,1207.0,1361.24,1230.46,1128.05,1171.6,1161.28,1175.46,1309.83,1430.37,1475.76,1698.19,1815.84,1937.87,1831.26,1852.36,1678.66,1600.66,1448.62,1377.22,1496.98,1334.53,1264.44,1165.05,1268.38,1161.19,1028.58,977.41,896.34,852.85,890.93,790.56,411.54,479.93,518.69,448.85,363.73,422.51,481.27,679.43,701.53,725.88,844.01,965.52,1088.52,1099.83,1143.0,1192.54,1091.07,1314.35,1255.94,1115.61,1152.22,1409.41,1446.6,1774.56,2121.59,2006.09,2072.78,2017.43,2184.87,2065.09,1931.88,1700.75,1881.97,1800.28,1494.58,1148.32,1348.42,1039.41,990.72,1144.81,1194.31,1286.16,1045.37,953.66,889.24,889.79,873.45,971.82,908.38,1026.4,1254.71,1292.96,1116.19,1256.82,1412.36,1182.89,961.39,1061.76,1343.56,1824.53,2023.41,2220.17,1674.58,1611.76,1635.14,1829.65,2121.32,2290.86,2585.75,2776.11,2918.65,4035.36,3674.02,3610.12,3371.07,3615.92,4179.64,4956.77,4710.07,3825.05,4109.43,3911.35,4504.6,4117.23,5878.3,5926.51,3770.49,3586.57,4051.13,3648.22,3836.12,3452.86,3750.81,3560.9,3648.95,3554.32,3567.69,3300.68,3155.11,3288.39,3209.12,3319.71,3303.59,3593.32,3386.3,3168.93,3546.78,4173.17,4505.87,4266.58,5011.92,5180.2,4872.65,4608.95,4440.77,2987.2,2527.08,2842.81,1771.16,2434.11,2237.09,2449.96,2301.95,2796.47,2276.38,1934.28,1669.91,1838.31,2327.3,2376.65,894.36,994.59,969.57,982.5,1442.81,1341.89,1102.07,664.61,941.38,1145.14,1185.7,1492.4,1230.69,964.35,977.54,1292.46,1120.45,995.56,933.73,872.52,882.75,1229.4,1182.74,1203.55,1607.56,1533.74,1597.45,1267.23,1330.42,1446.82,1306.31,1250.41,1081.26,1085.52,993.08,1227.99,1318.36,1308.06,1206.71,1285.05,1591.32,1868.43,1927.74,1585.05,1789.26,1854.14,2434.37,2312.62,2608.41,1818.74,2004.27,2700.13,1345.16,1913.23,1658.45,2192.63,2435.11,3210.54,2818.34,2409.49,2832.34,2697.85,3274.73,3745.74,4516.58,5131.45,4362.19,4527.72,4201.91,4030.15,3396.72,3264.11,2550.04,1892.81,3503.89,3470.15,3896.04,4308.33
TERNIUM ARGENTINA SOCIEDAD ANONIMA,ARSIDE010029,1414.37,1407.47,1463.08,1460.01,1356.04,893.05,955.7,990.45,1087.76,1022.18,920.95,816.7,859.63,1108.65,854.8,879.5,799.46,785.28,639.37,510.94,462.15,389.22,271.12,257.4,375.27,429.27,412.11,364.12,333.18,223.3,206.5,277.78,334.53,361.85,414.99,516.89,604.07,646.45,767.34,883.51,1005.02,1030.88,980.08,955.68,940.35,1270.57,1231.68,1337.54,1836.58,1686.87,2015.27,1917.7,1840.17,1527.98,1479.71,1615.73,1751.12,2097.41,2214.47,2207.56,2273.6,2267.97,2752.46,2700.08,2597.45,2670.29,2679.29,2972.68,3174.52,3684.23,3039.05,2910.95,2922.13,3686.06,2981.12,3027.86,3013.79,2602.83,2614.11,2645.25,2423.42,2261.41,2523.49,2655.85,2765.02,2447.8,2318.7,2375.27,2390.51,2510.93,2503.02,2320.93,2223.8,2565.67,3089.84,2873.93,2702.53,2939.84,2926.0,2809.39,2835.13,3315.93,3412.9,2982.81,2881.93,2808.4,1748.26,1547.18,1378.51,1195.94,897.01,841.78,784.24,811.57,1070.9,1237.96,1343.52,1721.91,1774.3,1769.84,2203.12,2154.08,2093.45,2415.49,2691.25,2259.62,2376.24,2470.09,2287.87,2360.64,2762.01,2607.92,3053.02,2948.22,2688.43,2538.43,2724.4,2492.86,2654.28,2936.66,2341.96,1752.32,2304.83,1861.88,1816.46,1912.22,1754.79,1794.97,1351.29,1616.4,1707.48,1518.43,1383.51,1376.91,1213.41,1186.8,1451.79,1769.46,1477.19,1693.53,2222.05,2009.5,1610.92,1829.4,2135.53,2090.36,2063.21,2296.73,2113.7,2174.07,1996.76,2043.22,2173.18,2152.99,2027.66,2040.91,2621.88,3803.31,3638.63,3395.23,3217.92,3301.62,3535.51,3984.95,3728.29,3442.48,3082.95,3087.55,2631.24,2733.65,3746.75,4384.75,2990.47,2565.81,2460.18,2277.94,2185.46,2193.43,2259.12,2441.1,2471.17,2691.43,2791.88,2691.63,2668.87,2968.41,3094.1,3142.58,3408.57,3247.24,2883.11,2744.98,3018.33,3329.14,3705.47,3483.69,3455.3,3822.78,3300.67,3118.8,3236.72,2642.21,2090.23,2442.56,1632.33,1872.2,1961.78,1789.58,1577.27,1866.62,1695.72,1628.52,1190.17,1239.48,1460.12,1432.76,840.49,1239.17,1783.37,1797.79,1935.16,1774.35,1484.96,1269.75,1907.69,2213.0,2096.56,2482.0,2277.58,2291.96,3361.5,3017.12,2495.76,2528.68,2619.96,2460.26,2655.54,3029.37,3331.45,3924.14,4191.08,4268.0,4847.04,5147.16,5498.37,5376.65,5225.73,5077.26,4778.9,4416.77,4292.86,5748.56,5673.71,5021.04,5110.32,4996.17,5814.86,6732.02,5590.37,5619.59,7346.35,7534.32,6862.06,7154.49,7995.32,7872.09,9201.22,10347.73,4748.98,5609.16,4056.77,4698.8,4340.63,5146.56,4829.15,4589.92,3971.89,3870.75,3641.89,4278.73,3903.71,3645.5,3075.56,3443.22,2335.9,2635.16,2337.23,2345.74,1948.33,1892.41,2260.09,2506.92,2095.87,2196.54
CHINA YURUN FOOD GROUP,BMG211591018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.47,744.26,809.91,1076.26,1029.27,1178.8,1161.02,1076.2,1102.93,1149.04,1153.83,1207.44,1269.02,1343.97,1338.58,1310.82,1520.29,1581.23,1676.34,1747.44,1623.2,1554.68,1743.07,2093.27,2659.57,2506.54,2541.85,1993.79,1921.29,1928.59,2313.03,2416.06,2516.46,2212.91,2628.68,1971.91,1777.91,1698.96,1799.69,1816.44,1812.46,1951.92,1823.47,2149.32,2318.64,2434.78,2881.64,3603.87,3461.35,4101.9,4963.08,4696.96,4978.69,5107.13,5405.21,4766.54,5581.63,5791.59,6407.09,6544.68,6861.11,6472.03,5952.81,5865.15,5742.0,6088.33,6645.58,5913.96,5106.58,5703.13,4145.83,1971.09,3244.1,2456.74,2393.86,3013.45,2768.55,2591.86,2333.14,1864.83,1586.16,1095.49,1113.92,1307.13,1335.89,1121.87,1323.99,1342.01,1306.86,1249.19,1085.11,1256.22,1109.21,1276.22,1151.8,1172.84,1208.42,1199.08,1170.7,1072.79,1103.84,939.92,876.95,827.57,811.38,874.92,889.02,805.15,780.32,825.0,740.4,702.93,698.04,531.33,632.58,855.93,693.59,540.79,421.0,413.94,392.77,357.41,388.06,248.25,274.25,293.74,312.52,281.57,274.9,267.78,253.79,296.12,291.46,286.69,270.36,284.24,326.4,276.76,274.2,250.29,240.5,235.72,232.9,217.03,219.61,184.37,188.87,270.33,244.58,243.86,287.99,274.2,243.95,234.61,202.04,184.03,144.16,165.37,149.0,255.53,364.56,431.89,309.0,253.4,223.98,260.8,216.35,213.91,204.65,197.93,189.49,152.58,166.07,152.86,141.07,122.28,115.24,150.52,155.23,176.4,164.53,169.28,148.1,143.4,293.71,201.63,229.99,225.46,248.8,199.37,239.05,203.71,213.23,196.4,182.36,201.03,156.3,151.29,127.77,141.72,150.99,125.39,123.08,87.08,66.18,89.91,89.91,88.36,85.92,75.46,69.66,69.85,65.13,70.12,52.53,52.13,50.32,48.31,51.59,41.97,41.21,39.83,36.82,36.81,35.25,32.2,37.15,39.19,50.41,42.16,39.42,35.09,35.16,35.14,37.37,32.78,32.51,37.62,35.77,33.97,31.19,30.44,24.82,28.71
AMBEV ON,BRABEVACNOR1,898.33,848.69,810.12,1064.46,1062.92,1017.51,1287.05,1591.09,1581.24,2701.49,3181.08,3159.55,3850.71,4207.41,3830.8,3601.26,3793.64,3440.9,3558.3,3244.36,2854.2,2166.71,2317.61,2572.46,2977.39,2665.48,2793.51,2718.72,2726.71,2522.8,2083.57,1663.87,2030.46,1553.28,2040.3,2089.53,2132.88,2009.12,1911.96,2249.13,2764.98,2767.91,2752.86,2666.9,2976.02,3225.06,3017.16,3331.92,3463.51,3496.85,3890.08,5047.33,5484.51,5792.7,6080.23,5974.44,9566.21,10052.83,11341.93,11753.2,12133.92,11425.99,11911.41,9304.46,5909.75,6356.3,8765.51,8570.73,8852.67,10404.3,9726.76,11584.49,11108.4,12017.7,12601.02,13001.3,14187.29,12614.62,12758.42,12459.91,13651.12,13958.76,13673.21,14406.41,15238.68,15819.79,15991.96,18110.6,20001.24,23300.35,24634.14,24353.47,23759.39,24566.52,28164.19,25144.52,24231.46,22497.49,26212.64,22988.45,22633.88,22198.06,20915.26,18300.5,18617.74,16430.44,12979.15,12198.08,12562.38,11971.69,12217.01,13926.78,15814.37,19020.65,18728.6,19853.97,22393.53,24609.47,26633.0,28372.36,29326.96,27781.19,28572.71,26805.97,29647.59,28317.07,30185.69,32361.04,33208.34,35615.04,39722.04,40354.89,45593.7,39570.36,39385.43,41593.83,46765.65,45454.09,48199.34,43247.58,50167.56,43385.13,47926.8,48193.71,51260.18,52022.14,59279.11,60443.97,62465.01,54291.2,54926.56,55015.67,55169.37,55626.33,59056.97,64705.46,71762.18,79452.01,77616.99,72086.47,71918.94,67637.78,65718.38,66188.01,61865.67,66855.39,66008.88,117875.69,114996.59,104071.17,113190.46,117679.2,114417.33,110958.88,112207.74,108525.2,114330.89,102799.57,105006.86,102754.13,96644.81,103201.5,100781.15,90732.62,99261.75,90585.64,96640.96,89663.61,82379.82,76655.0,78063.34,74760.69,70915.1,72966.46,69675.26,83466.43,88317.47,83388.16,93458.79,91415.54,93271.51,95887.36,93485.65,79692.45,79199.26,85947.06,90131.92,90297.59,89722.18,90686.94,86860.05,96317.34,99206.56,104546.88,100417.53,98869.29,100832.43,108938.36,106436.82,113861.99,105169.66,83127.06,73473.74,81233.5,71930.87,72202.96,69161.32,68653.61,62389.67,75571.8,72232.51,68011.81,73532.45,70512.54,73412.9,84142.87,71257.56,72709.47,68116.94,67163.8,73022.33,65721.46,50705.47,36162.76,32962.38,36157.47,40521.24,42014.38,35308.55,35007.56,33238.54,40841.08,47409.26,43547.5,39584.64,42646.26,43342.73,53833.21,53550.23,50890.49,52578.85,44200.36,47445.08,44757.67,43587.17,44386.96,46453.68,51024.95,46180.0,47164.94,40358.55,45238.3,46420.81,45251.45,48025.98,47680.76,43315.21,42256.59,40395.93,44514.76,44589.31,44321.85,50324.67,49211.63,44038.59,41263.6,40173.22,43726.35,44528.31,41703.24,39886.69,39309.19,36938.22,34658.22,32369.65,32280.6,35781.82,37847.65,34407.58,33596.8,29944.81,29942.67,32812.31,37149.8,40563.54,38578.59,38466.42,35078.68,35860.76,35781.74,37200.67,40884.85,39866.03,44706.16
BANCO DO BRASIL ON,BRBBASACNOR3,1869.6,1744.22,1680.67,1438.89,1327.29,1246.41,1427.23,1404.38,1351.45,1352.27,1221.52,1156.77,1222.12,1601.15,1412.3,1339.22,1581.71,1327.48,1659.34,1452.06,1402.12,1103.17,1143.32,1437.15,1829.69,1489.53,1759.9,1992.54,2278.43,2067.36,1247.79,958.91,1432.85,1522.69,1987.67,2058.15,2057.63,2025.57,1999.26,2346.13,3271.96,3832.22,3391.23,3563.92,3865.7,4062.31,4871.38,6179.24,6183.2,5191.84,5525.14,5935.98,4817.3,4988.71,5399.97,6172.53,6702.13,7145.0,8035.21,9492.02,9919.08,9565.81,9722.08,9025.49,9330.14,10394.02,10864.35,10611.57,11956.13,15835.51,14900.44,14438.52,14647.05,19599.66,20873.68,20726.71,23509.1,19785.82,18720.12,18939.12,18542.06,18057.44,20050.01,22512.06,24740.23,26989.61,26778.61,26901.57,28261.7,33862.42,35853.92,39186.11,35612.66,41566.57,44545.84,44305.17,43417.22,42158.08,42652.55,33600.02,43413.5,50728.06,41797.36,40719.92,37032.83,29982.49,17655.61,15895.98,16003.02,15538.05,14957.52,18797.08,21833.97,27556.5,27723.25,32314.34,35886.4,44966.85,41467.08,45460.66,43755.86,38562.95,42291.45,42982.32,44530.18,36799.76,35144.24,49576.92,46451.33,54253.24,55810.06,54722.58,54147.6,50876.86,51324.93,51965.2,52726.18,50653.53,51272.73,48357.63,48128.79,38281.26,43813.0,38476.18,36408.58,44510.45,46146.56,40759.12,35668.36,28319.27,27724.91,30446.94,32734.56,35026.77,30585.89,29782.22,35826.53,35148.12,38175.08,39009.22,36012.58,34128.44,28705.51,28449.56,27783.77,33274.27,38341.64,31585.97,29634.93,24716.57,25391.21,28952.72,30013.98,29087.67,32305.75,35054.33,44808.42,29594.35,32386.19,32980.71,25622.92,22054.79,23770.24,20539.65,25433.77,20409.54,22396.35,18521.78,14027.08,10937.94,11905.49,11911.02,10675.76,9873.3,9749.89,15984.53,18359.4,13102.02,15365.59,18660.16,20566.0,20109.13,26510.3,24143.43,24730.35,28340.23,30486.87,30477.77,29426.29,25042.13,23177.53,26315.92,27957.62,31614.89,30166.67,26238.91,27487.15,35902.01,36867.73,35373.63,30152.09,23367.76,21337.45,24789.56,20933.71,21130.83,32977.9,33003.95,34370.96,40792.65,38661.07,35871.82,36036.26,37955.25,40327.41,37483.68,32064.47,31292.79,34368.58,32399.4,37624.45,32548.34,29761.36,15408.18,15085.79,16271.04,16777.68,18483.39,17053.85,15057.99,14809.1,18013.36,21404.15,17770.65,14422.12,15461.96,15654.8,18285.42,18347.67,17608.62,17031.75,15197.59,14487.23,16151.63,14841.58,17624.22,19584.05,20924.03,19221.53,22144.0,18290.19,19828.41,23057.2,20406.52,20215.92,19223.38,18848.62,22905.47,22118.88,22102.77,24548.26,24962.3,29343.13,29027.34,27259.61,27009.95,27472.2,31528.33,32673.7,32736.12,33367.76,32411.79,30317.5,29570.88,27558.3,26916.82,28455.29,28602.67,26066.58,23775.07,22421.07,27155.61,26669.41,28205.53,29284.73,23414.89,23194.75,20165.44,22582.9,23770.98,23305.89,24100.08,22924.33,27605.93
BANCO BRADESCO PN,BRBBDCACNPR8,4233.93,4330.41,3849.25,4416.12,3920.07,3616.62,4663.78,4660.55,4506.24,4432.42,3313.4,3680.71,4616.94,4412.99,4018.76,3849.15,4092.35,3595.95,3730.9,3417.53,3210.25,2829.22,2714.96,3185.62,3852.61,3557.59,4165.8,4298.75,4181.88,3697.38,2759.06,1707.9,2382.03,1451.52,1883.06,1862.89,2211.65,2077.95,2117.58,2590.1,3059.28,2992.76,2804.55,3057.23,3353.96,3091.3,3322.24,3810.52,4146.08,3877.43,3944.84,3752.46,3183.01,3326.5,3595.48,3655.26,3828.69,4148.01,4767.37,5149.85,5919.75,6021.35,7756.37,7117.64,7684.82,7934.6,8637.03,8506.85,10355.9,11996.9,12606.08,15060.19,14202.09,19245.74,20097.66,17495.29,18648.51,14894.14,15325.0,16401.63,15938.91,16245.37,17823.77,18799.42,20290.81,20334.4,18500.11,20557.83,21423.45,25369.53,24303.4,26237.75,25235.5,29443.89,34394.47,32362.61,32338.59,27110.86,32066.06,28559.59,34647.62,36991.86,31837.75,32471.3,28149.62,24620.09,18108.64,16530.98,14868.77,13742.13,13376.4,15400.91,19172.08,23610.75,22697.36,24169.3,25240.42,30369.58,30849.32,32550.91,32510.11,28687.52,29506.49,31431.0,31432.63,28656.19,26670.83,34486.08,32670.22,37664.7,38863.0,36718.58,37614.73,35199.76,36905.66,39206.0,38189.81,37447.28,38805.13,36274.24,33896.0,28547.8,35055.43,31441.16,31527.61,34306.24,34752.76,33429.7,30922.69,27972.68,28366.77,29455.38,31102.68,30701.32,30144.14,32196.67,32849.41,35187.11,34164.51,35618.19,34613.12,33864.08,27425.82,25520.37,24521.11,28709.06,30542.18,27949.16,25938.29,22723.27,24593.36,29077.23,31240.11,29269.99,30588.96,32131.64,38395.87,29919.18,31998.91,32305.38,27745.62,26434.55,27662.42,23434.18,27069.68,22305.41,23159.95,20187.5,15975.39,13579.26,13791.95,13604.62,12301.91,11398.64,13537.53,19281.71,20841.37,17576.66,21824.18,24362.72,24953.24,25359.03,29330.42,24422.92,24741.89,28867.4,29829.59,28319.48,29002.34,25922.09,25951.37,29508.66,32598.1,33845.73,32381.2,30512.09,31170.08,39302.89,36451.51,36301.52,33303.76,26317.9,23491.61,27305.77,23143.79,24121.33,31025.84,33349.59,33506.09,41745.18,38766.14,37072.38,36315.15,38110.85,39702.22,36969.47,32150.3,32832.78,35323.3,31819.83,36252.98,31032.47,27283.55,16145.94,15689.46,15474.85,16720.05,19117.88,16767.35,15272.98,15506.69,20009.22,23173.55,20097.06,18303.76,20909.95,21314.62,24463.99,24861.64,22843.23,21924.42,18534.72,17116.42,17089.71,16721.74,20818.44,19152.29,22615.13,19315.66,23015.67,17498.14,17839.23,19469.05,19514.43,20135.76,15761.6,15265.78,14649.56,13329.0,13797.62,14705.44,16085.2,18113.6,18603.09,16039.82,15176.13,14735.81,17522.19,18688.25,16501.8,14699.78,15132.55,14347.73,12805.03,11839.36,11680.45,14669.45,14338.5,13186.18,11236.44,9939.55,10993.84,10128.46,11697.71,12824.73,14945.32,16306.6,14668.91,16396.01,17565.66,17832.93,19447.47,17553.92,21524.15
